発売日,ハード,タイトル,メモリ,容量(bit),価格,ジャンル,ジョブカテゴリ,カウント
2001-03-21,GBA,チュ-チュ-ロケット！,0,0,🚧,ACT,0,0
2001-03-21,GBA,トゥイティーのハーティーパーティー,0,0,🚧,ETC,0,0
2001-03-21,GBA,ナポレオン,0,0,🚧,SLG,0,0
2001-03-21,GBA,バトルネットワーク　ロックマンエグゼ,0,0,🚧,RPG,0,0
2001-03-21,GBA,パワプロクンポケット３,0,0,🚧,SPT,0,0
2001-03-21,GBA,ピノビィーの大冒険,0,0,🚧,ACT,0,0
2001-03-21,GBA,ファイヤープロレスリングＡ,0,0,🚧,SPT,0,0
2001-03-21,GBA,プレイノベル　サイレントヒル,0,0,🚧,NOV,0,0
2001-03-21,GBA,ぼくは航空管制官,0,0,🚧,SLG,0,0
2001-03-21,GBA,ミスタードリラー２,0,0,🚧,ACT,0,0
2001-03-21,GBA,モンスターガーディアンズ,0,0,🚧,RPG,0,0
2001-03-21,GBA,悪魔城ドラキュラ　Circle of the Moon,0,0,🚧,ACT,0,0
2001-03-21,GBA,全国GT選手権,0,0,🚧,RCG,0,0
2001-03-21,GBA,桃太郎まつり,0,0,🚧,ETC,0,0
2001-03-21,GBA,爆熱ドッジボールファイターズ,0,0,🚧,SPT,0,0
2001-03-21,GBA,遊戯王ダンジョンダイスモンスターズ,0,0,🚧,SLG,0,0
2001-03-21,GBA,GetBackers 奪還屋　～地獄のスカラムーシュ～,0,0,🚧,RPG,0,0
2001-03-21,GBA,耽美夢想マイネリーベ,0,0,🚧,SLG,0,0
2001-03-21,GBA,スペースヘキサイト　～メーテル／レジェンドEX～,0,0,🚧,PZL,0,0
2001-03-21,GBA,ドラえもん　緑の惑星　ドキドキ大救出！,0,0,🚧,ACT,0,0
2001-03-21,GBA,ボンバーマンストーリー,0,0,🚧,RPG,0,0
2001-03-21,GBA,ファイナルファイトＯＮＥ,0,0,🚧,ACT,0,0
2001-03-21,GBA,タクティクスオウガ外伝 The Knight of Lodis,0,0,🚧,RPG,0,0
2001-03-21,GBA,トイロボフォース,0,0,🚧,SHT,0,0
2001-03-21,GBA,チョロＱアドバンス,0,0,🚧,RCG,0,0
2001-03-21,GBA,優駿ラプソディ～♪,0,0,🚧,RPG,0,0
2001-03-21,GBA,遊戯王デュエルモンスターズ５　エキスパート１,0,0,🚧,CARD,0,0
2001-03-21,GBA,ブレスオブファイア 竜の戦士,0,0,🚧,RPG,0,0
2001-03-21,GBA,森田将棋あどばんす,0,0,🚧,TBL,0,0
2001-03-21,GBA,麻雀刑事,0,0,🚧,TBL,0,0
2001-03-21,GBA,ＥＸモノポリー,0,0,🚧,TBL,0,0
2001-03-21,GBA,スーパーストリートファイター 2X REVIVAL,0,0,🚧,ACT,0,0
2001-03-21,GBA,みんなの飼育シリーズ（１）ぼくのカブト虫,0,0,🚧,ADV,0,0
2001-03-21,GBA,風のクロノア　～夢見る帝国～,0,0,🚧,ACT,0,0
2001-03-21,GBA,マリオカートアドバンス,0,0,🚧,RCG,0,0
2001-03-21,GBA,JGTO公認GOLFMASTERモバイル JAPAN GOLF TOUR GAME,0,0,🚧,SPT,0,0
2001-03-21,GBA,スタコミ,0,0,🚧,SLG,0,0
2001-03-21,GBA,モバイルプロ野球　監督の采配,0,0,🚧,SLG,0,0
2001-03-21,GBA,筋肉番付　金剛君の大冒険！,0,0,🚧,SPT,0,0
2001-03-21,GBA,ゼロ・ツアーズ,0,0,🚧,RPG,0,0
2001-03-21,GBA,黄金の太陽 開かれし封印,0,0,🚧,RPG,0,0
2001-03-21,GBA,ドカポンＱ モンスターハンター！,0,0,🚧,RPG,0,0
2001-03-21,GBA,みんなの飼育シリーズ（２）ぼくのクワガタ,0,0,🚧,ADV,0,0
2001-03-21,GBA,ジュラシックパーク３ 恐竜にあいにいこう！,0,0,🚧,SLG,0,0
2001-03-21,GBA,スーパーブラックバスアドバンス,0,0,🚧,SLG,0,0
2001-03-21,GBA,極 麻雀デラックス 未来戦士２１,0,0,🚧,TBL,0,0
2001-03-21,GBA,ワリオランドアドバンス　ヨーキーのお宝,0,0,🚧,ACT,0,0
2001-03-21,GBA,ジュラシックパーク３ アドバンスアクション,0,0,🚧,ACT,0,0
2001-03-21,GBA,高校受験アドバンスシリーズ  英語構文編,0,0,🚧,ETC,0,0
2001-03-21,GBA,高校受験アドバンスシリーズ  英熟語編,0,0,🚧,ETC,0,0
2001-03-21,GBA,高校受験アドバンスシリーズ  英単語編,0,0,🚧,ETC,0,0
2001-03-21,GBA,メダロット・ナビ　カブト,0,0,🚧,RPG,0,0
2001-03-21,GBA,メダロット・ナビ　クワガタ,0,0,🚧,RPG,0,0
2001-03-21,GBA,ラブひなアドバンス 祝福の鐘はなるかな,0,0,🚧,ADV,0,0
2001-03-21,GBA,ロボットポンコッツ３　クロス,0,0,🚧,RPG,0,0
2001-03-21,GBA,ロボットポンコッツ３　リング,0,0,🚧,RPG,0,0
2001-03-21,GBA,幻想水滸伝 カードストーリーズ,0,0,🚧,CARD,0,0
2001-03-21,GBA,ＦＩＥＬＤ ＯＦ ＮＩＮＥ ＤＩＧＩＴＡＬＥ　ＤＩＴＩＯＮ ２００１,0,0,🚧,CARD,0,0
2001-03-21,GBA,スーパーロボット大戦Ａ,0,0,🚧,SLG,0,0
2001-03-21,GBA,Ｚ．Ｏ．Ｅ ２１７３ ＴＥＳＴＡＭＥＮＴ,0,0,🚧,RPG,0,0
2001-03-21,GBA,信長の野望,0,0,🚧,SLG,0,0
2001-03-21,GBA,西原理恵子の殿堂麻雀,0,0,🚧,TBL,0,0
2001-03-21,GBA,ハテナサテナ,0,0,🚧,PZL,0,0
2001-03-21,GBA,奇々怪界あどばんす,0,0,🚧,ACT,0,0
2001-03-21,GBA,逆転裁判,0,0,🚧,ADV,0,0
2001-03-21,GBA,みんなでぷよぷよ,0,0,🚧,PZL,0,0
2001-03-21,GBA,ハムスター物語２ＧＢＡ,0,0,🚧,SLG,0,0
2001-03-21,GBA,ハローキティコレクションミラクルファッションメーカー,0,0,🚧,ADV,0,0
2001-03-21,GBA,ＥＳＰＮ Ｘ Ｇａｍｅｓ Ｓｋａｔｅｂｏａｒｄｉｎｇ,0,0,🚧,SPT,0,0
2001-03-21,GBA,なかよし麻雀 かぶリーチ,0,0,🚧,TBL,0,0
2001-03-21,GBA,ヒカルの碁,0,0,🚧,TBL,0,0
2001-03-21,GBA,どこでも対局 役満アドバンス,0,0,🚧,TBL,0,0
2001-03-21,GBA,なかよしペットアドバンスシリーズ(１)　かわいいハムスター,0,0,🚧,SLG,0,0
2001-03-21,GBA,ファランクス,0,0,🚧,SHT,0,0
2001-03-21,GBA,ジュラシックパークⅢ 失われた遺伝子,0,0,🚧,PZL,0,0
2001-03-21,GBA,友情のビクトリーゴール４v４嵐　GET THE GOAL!!,0,0,🚧,SPT,0,0
2001-03-21,GBA,Adveture of TOKYO Disney SEA,0,0,🚧,ADV,0,0
2001-03-21,GBA,ぐるロジチャンプ,0,0,🚧,PZL,0,0
2001-03-21,GBA,ZOIDS SAGA,0,0,🚧,RPG,0,0
2001-03-21,GBA,億万長者ゲーム　のっとり大作戦！,0,0,🚧,TBL,0,0
2001-03-21,GBA,機械化軍隊,0,0,🚧,SLG,0,0
2001-03-21,GBA,激闘！カーバトラーGO！！,0,0,🚧,RPG,0,0
2001-03-21,GBA,三國志,0,0,🚧,SLG,0,0
2001-03-21,GBA,筋肉番付～決めろ！奇跡の完全制覇～,0,0,🚧,SPT,0,0
2001-03-21,GBA,爆転シュートベイブレード激闘！最強ブレーダー,0,0,🚧,ACT,0,0
2001-03-21,GBA,アドバンスラリー,0,0,🚧,RCG,0,0
2001-03-21,GBA,ダイヤロイドワールド－イービル帝国の野望－,0,0,🚧,RPG,0,0
2001-03-21,GBA,ナムコミュージアム,0,0,🚧,ETC,0,0
2001-03-21,GBA,マジカルバケーション,0,0,🚧,RPG,0,0
2001-03-21,GBA,モンスターファームアドバンス,0,0,🚧,SLG,0,0
2001-03-21,GBA,ワールドアドバンスサッカー　～勝利への道～,0,0,🚧,SPT,0,0
2001-03-21,GBA,学校をつくろう！！アドバンス,0,0,🚧,SLG,0,0
2001-03-21,GBA,大戦略 ＦＯＲ ゲームボーイアドバンス,0,0,🚧,SLG,0,0
2001-03-21,GBA,コラムスクラウン,0,0,🚧,PZL,0,0
2001-03-21,GBA,実況ワールドサッカーポケット,0,0,🚧,SPT,0,0
2001-03-21,GBA,大麻雀。,0,0,🚧,TBL,0,0
2001-03-21,GBA,SK8 Tony Hawk's PRO SKATER 2,0,0,🚧,SPT,0,0
2001-03-21,GBA,サンサーラナーガ１×２,0,0,🚧,RPG,0,0
2001-03-21,GBA,スーパーマリオアドバンス２,0,0,🚧,ACT,0,0
2001-03-21,GBA,バトルネットワーク　ロックマンエグゼ２,0,0,🚧,RPG,0,0
2001-03-21,GBA,上海アドバンス,0,0,🚧,PZL,0,0
2001-03-21,GBA,ESPN Winter X Games Snowboarding 2002,0,0,🚧,SPT,0,0
2001-03-21,GBA,エキサイティングバス,0,0,🚧,SPT,0,0
2001-03-21,GBA,ソニックアドバンス,0,0,🚧,ACT,0,0
2001-03-21,GBA,ドラゴンクエストキャラクターズトルネコの大冒険２アドバンス 不思議のダンジョン,0,0,🚧,RPG,0,0
2001-03-21,GBA,遊戯王デュエルモンスターズ６　エキスパート２,0,0,🚧,CARD,0,0
2001-03-21,GBA,烈火の炎-THE GAME-,0,0,🚧,ACT,0,0
2001-03-21,GBA,ＭＵＴＳＵ　ウォータールーパームツ,0,0,🚧,SLG,0,0
2001-03-21,GBA,Ｗｉｚａｒｄｒｙ　ＳＵＭＭＯＮＥＲ  (ウィザードリィサマ),0,0,🚧,RPG,0,0
2001-03-21,GBA,スウィートクッキーパイ,0,0,🚧,TBL,0,0
2001-03-21,GBA,スーパーパズルバブルアドバンス,0,0,🚧,PZL,0,0
2001-03-21,GBA,ドナルドダック アドバンス,0,0,🚧,ACT,0,0
2001-03-21,GBA,ピンキーモンキータウン,0,0,🚧,ETC,0,0
2001-03-21,GBA,ブレスオブファイアⅡ ～使命の子～,0,0,🚧,RPG,0,0
2001-03-21,GBA,機動天使エンジェリックレイヤー　みさきと夢の天使達,0,0,🚧,RPG,0,0
2001-03-21,GBA,鉄拳アドバンス,0,0,🚧,ACT,0,0
2001-03-21,GBA,SLOT！PROアドバンス　宝船＆大江戸桜吹雪２,0,0,🚧,TBL,0,0
2001-03-21,GBA,グランボ,0,0,🚧,RPG,0,0
2001-03-21,GBA,THE KING OF FIGHTERS EX NEO BLOOD,0,0,🚧,ACT,0,0
2001-03-21,GBA,パックマンコレクション,0,0,🚧,PZL,0,0
2001-03-21,GBA,グラディウスジェネレーション,0,0,🚧,SHT,0,0
2001-03-21,GBA,スナップキッズ,0,0,🚧,RPG,0,0
2001-03-21,GBA,幽霊屋敷の二十四時間,0,0,🚧,ADV,0,0
2001-03-21,GBA,GUILTY GEAR X ADVANCE EDITION,0,0,🚧,ACT,0,0
2001-03-21,GBA,トマトアドベンチャー,0,0,🚧,RPG,0,0
2001-03-21,GBA,アニマルマニア　どきどき相性チェック,0,0,🚧,ETC,0,0
2001-03-21,GBA,ハイパースポーツ2002 WINTER,0,0,🚧,SPT,0,0
2001-03-21,GBA,ハリー・ポッターと賢者の石,0,0,🚧,ADV,0,0
2001-03-21,GBA,ボンバーマン マックス２　ボンバーマンバージョン,0,0,🚧,ACT,0,0
2001-03-21,GBA,ボンバーマン マックス２　マックスバージョン,0,0,🚧,ACT,0,0
2001-03-21,GBA,ＢＬＡＣＫ ＢＬＡＣＫ ～ブラブラ～,0,0,🚧,RPG,0,0
2001-03-21,GBA,ＷＴＡツアーテニスポケット,0,0,🚧,SPT,0,0
2001-03-21,GBA,メールでキュート,0,0,🚧,ADV,0,0
2001-03-21,GBA,キャプテン翼 栄光の軌跡,0,0,🚧,SPT,0,0
2001-03-21,GBA,どーもくんの不思議テレビ,0,0,🚧,ACT,0,0
2001-03-21,GBA,Ｊリーグポケット2,0,0,🚧,SPT,0,0
2001-03-21,GBA,ゴエモン ニューエイジ出動！,0,0,🚧,ACT,0,0
2001-03-21,GBA,モンスターズ・インク,0,0,🚧,ACT,0,0
2001-03-21,GBA,コロコロパズル ハッピィパネッチュ！,0,0,🚧,PZL,0,0
2001-03-21,GBA,ふしぎの国のアンジェリーク,0,0,🚧,ETC,0,0
2001-03-21,GBA,沈黙の移籍～エストポリス外伝～,0,0,🚧,RPG,0,0
2001-03-21,GBA,Ｋ－１ ポケットグランプリ,0,0,🚧,SPT,0,0
2001-03-21,GBA,川のぬし釣り５ ～不思議の森から～,0,0,🚧,SPT,0,0
2001-03-21,GBA,GROOVE ADVENTURE RAVE ～光と闇の大決戦～,0,0,🚧,ACT,0,0
2001-03-21,GBA,パワプロクンポケット４,0,0,🚧,SPT,0,0
2001-03-21,GBA,アンジェリーク,0,0,🚧,SLG,0,0
2001-03-21,GBA,なかよしペットアドバンスシリーズ(２)　かわいい仔犬,0,0,🚧,SLG,0,0
2001-03-21,GBA,実戦パチスロ必勝法！ 獣王アドバンス,0,0,🚧,TBL,0,0
2001-03-21,GBA,シャイニング・ソウル,0,0,🚧,RPG,0,0
2001-03-21,GBA,一石八鳥～これ１本で８種類！～,0,0,🚧,TBL,0,0
2001-03-21,GBA,神の記述　ILLUSION OF THE EVIL EYES,0,0,🚧,CARD,0,0
2001-03-21,GBA,妖怪道,0,0,🚧,RPG,0,0
2001-03-21,GBA,カエルＢバック,0,0,🚧,RPG,0,0
2001-03-21,GBA,ドラえもん どこでもウォーカー,0,0,🚧,ETC,0,0
2001-03-21,GBA,ハムスター倶楽部３,0,0,🚧,SLG,0,0
2001-03-21,GBA,ファイアーエムブレム 封印の剣,0,0,🚧,RPG,0,0
2001-03-21,GBA,マジカル封神,0,0,🚧,RPG,0,0
2001-03-21,GBA,新日本プロレス闘魂烈伝アドバンス,0,0,🚧,SPT,0,0
2001-03-21,GBA,ミニモニ。ミカのハッピーモーニングchatty,0,0,🚧,ETC,0,0
2001-03-21,GBA,デンキブロックス！,0,0,🚧,PZL,0,0
2001-03-21,GBA,LUNAR ～LEGEND～ (ルナ ～レジェンド～),0,0,🚧,RPG,0,0
2001-03-21,GBA,ひつじのキモチ。,0,0,🚧,PZL,0,0
2001-03-21,GBA,人生ゲームアドバンス,0,0,🚧,TBL,0,0
2001-03-21,GBA,黒ひげのくるっとジンドリ,0,0,🚧,PZL,0,0
2001-03-21,GBA,黒ひげのゴルフしようよ,0,0,🚧,SPT,0,0
2001-03-21,GBA,大好きテディ,0,0,🚧,ADV,0,0
2001-03-21,GBA,ウイ・イレ,0,0,🚧,SPT,0,0
2001-03-21,GBA,テニスの王子様ジーニアス・ボーイズ・アカデミー,0,0,🚧,SPT,0,0
2001-03-21,GBA,SLOT!PRO 2 アドバンス～GOGOジャグラー＆Newタイリョウ～,0,0,🚧,TBL,0,0
2001-03-21,GBA,アドバンスＧＴ２,0,0,🚧,RCG,0,0
2001-03-21,GBA,おしゃべりインコ倶楽部,0,0,🚧,SLG,0,0
2001-03-21,GBA,スパイダーマン　ミステリオの脅威,0,0,🚧,ACT,0,0
2001-03-21,GBA,テトリスワールド,0,0,🚧,PZL,0,0
2001-03-21,GBA,ぷくぷく天然かいらんばん,0,0,🚧,ADV,0,0
2001-03-21,GBA,ロックマン　ゼロ,0,0,🚧,ACT,0,0
2001-03-21,GBA,携帯電獣テレファング２　スピード,0,0,🚧,RPG,0,0
2001-03-21,GBA,携帯電獣テレファング２　パワー,0,0,🚧,RPG,0,0
2001-03-21,GBA,頭文字D Another Stage,0,0,🚧,ADV,0,0
2001-03-21,GBA,日本プロ麻雀連盟公認　徹萬アドバンス～免許皆伝シリーズ～,0,0,🚧,TBL,0,0
2001-03-21,GBA,コナミアーケードゲームコレクション,0,0,🚧,ETC,0,0
2001-03-21,GBA,フォーメーションサッカー２００２,0,0,🚧,SPT,0,0
2001-03-21,GBA,モトクロスマニアックスＡＤＶＡＮＣＥ,0,0,🚧,RCG,0,0
2001-03-21,GBA,おしゃれプリンセス,0,0,🚧,ETC,0,0
2001-03-21,GBA,トータルサッカーアドバンス,0,0,🚧,SPT,0,0
2001-03-21,GBA,とっとこハム太郎３　ラブラブ大冒険でちゅ,0,0,🚧,ADV,0,0
2001-03-21,GBA,キャッスルヴァニア 白夜の協奏曲,0,0,🚧,ACT,0,0
2001-03-21,GBA,ファミリーテニスアドバンス,0,0,🚧,SPT,0,0
2001-03-21,GBA,ガチンコプロ野球,0,0,🚧,SPT,0,0
2001-03-21,GBA,Ｖ－ＲＡＬＬＹ３,0,0,🚧,RCG,0,0
2001-03-21,GBA,花札　トランプ　麻雀　デパチカ　和洋中,0,0,🚧,TBL,0,0
2001-03-21,GBA,爆転シュート ベイブレード２００２  いくぜ！激闘！超磁力バトル,0,0,🚧,SLG,0,0
2001-03-21,GBA,Natural2-DUO-,0,0,🚧,ADV,0,0
2001-03-21,GBA,かまいたちの夜～ＡＤＶＡＮＣＥ～,0,0,🚧,ADV,0,0
2001-03-21,GBA,かわいいペットショップ物語３,0,0,🚧,RPG,0,0
2001-03-21,GBA,ファミスタアドバンス,0,0,🚧,SPT,0,0
2001-03-21,GBA,黄金の太陽 失われし時代,0,0,🚧,RPG,0,0
2001-03-21,GBA,THE PINBALL OF THE DEAD,0,0,🚧,TBL,0,0
2001-03-21,GBA,モンスターゲート,0,0,🚧,RPG,0,0
2001-03-21,GBA,信長異聞,0,0,🚧,SLG,0,0
2001-03-21,GBA,遊戯王デュエルモンスターズ７ 決闘都市伝説,0,0,🚧,RPG,0,0
2001-03-21,GBA,さくらももこのウキウキカーニバル,0,0,🚧,ADV,0,0
2001-03-21,GBA,ハロボッツ ロボヒーローバトリング!!,0,0,🚧,RPG,0,0
2001-03-21,GBA,はめパメ 東京ミュウミュウ,0,0,🚧,PZL,0,0
2001-03-21,GBA,Disney Sports : Soccer,0,0,🚧,SPT,0,0
2001-03-21,GBA,HIGH HEAT Major League Baseball 2003,0,0,🚧,SPT,0,0
2001-03-21,GBA,クラッシュ・バンディクーアドバンス,0,0,🚧,ACT,0,0
2001-03-21,GBA,ヒカルの碁２,0,0,🚧,TBL,0,0
2001-03-21,GBA,ピノビィー＆フィービィー,0,0,🚧,ACT,0,0
2001-03-21,GBA,Hot Wheels アドバンス,0,0,🚧,RCG,0,0
2001-03-21,GBA,お花屋さん物語ＧＢＡ,0,0,🚧,SLG,0,0
2001-03-21,GBA,ときめき夢シリーズ(1)　お花屋さんになろう！,0,0,🚧,SLG,0,0
2001-03-21,GBA,ハムスターパラダイス あどばんちゅ,0,0,🚧,SLG,0,0
2001-03-21,GBA,ファイアープロレスリング～夢の団体運営！～,0,0,🚧,SPT,0,0
2001-03-21,GBA,メダロットＧ　カブトバージョン,0,0,🚧,ACT,0,0
2001-03-21,GBA,メダロットＧ　クワガタバージョン,0,0,🚧,ACT,0,0
2001-03-21,GBA,勝負師伝説　哲也～甦る伝説～,0,0,🚧,TBL,0,0
2001-03-21,GBA,超魔界村Ｒ,0,0,🚧,ACT,0,0
2001-03-21,GBA,アイス・エイジ,0,0,🚧,ACT,0,0
2001-03-21,GBA,Disney Sports : American Football,0,0,🚧,SPT,0,0
2001-03-21,GBA,Disney Sports : Skateboarding,0,0,🚧,SPT,0,0
2001-03-21,GBA,ゴーストトラップ,0,0,🚧,ACT,0,0
2001-03-21,GBA,バブルボブル OLD＆NEW,0,0,🚧,PZL,0,0
2001-03-21,GBA,Ｖマスタークロス,0,0,🚧,CARD,0,0
2001-03-21,GBA,カスタムロボＧＸ,0,0,🚧,ACT,0,0
2001-03-21,GBA,ガチャステ！ダイナデバイス　ブルー,0,0,🚧,RPG,0,0
2001-03-21,GBA,ガチャステ！ダイナデバイス　レッド,0,0,🚧,RPG,0,0
2001-03-21,GBA,シャーマンキングカードゲーム 超・占事略決２,0,0,🚧,CARD,0,0
2001-03-21,GBA,スーパーロボット大戦Ｒ,0,0,🚧,SLG,0,0
2001-03-21,GBA,スペースインベーダーＥＸ,0,0,🚧,SHT,0,0
2001-03-21,GBA,風のクロノアＧ２　ドリームチャンプ・トーナメント,0,0,🚧,ACT,0,0
2001-03-21,GBA,ＧＲＥＡＴＥＳＴ　ＮＩＮＥ,0,0,🚧,SPT,0,0
2001-03-21,GBA,コンバットチョロＱ アドバンス大作戦,0,0,🚧,SLG,0,0
2001-03-21,GBA,プロ野球チームをつくろう！アドバンス,0,0,🚧,SLG,0,0
2001-03-21,GBA,なかよしペットアドバンスシリーズ(３)　かわいい子猫,0,0,🚧,SLG,0,0
2001-03-21,GBA,ミッキーとミニーのマジカルクエスト,0,0,🚧,ACT,0,0
2001-03-21,GBA,ロックマン＆フォルテ,0,0,🚧,ACT,0,0
2001-03-21,GBA,ミスタードリラーエース　ふしぎなパクテリア,0,0,🚧,PZL,0,0
2001-03-21,GBA,遙かなる時空の中で,0,0,🚧,ADV,0,0
2001-03-21,GBA,姫騎士物語-Princess Blue-,0,0,🚧,ADV,0,0
2001-03-21,GBA,BLACK/MATRIX ZERO,0,0,🚧,SLG,0,0
2001-03-21,GBA,Ｊ．ＬＥＡＧＵＥ プロサッカークラブをつくろう！アドバンス,0,0,🚧,SLG,0,0
2001-03-21,GBA,伝説のスタフィー  ドリームチャンプ・トーナメント,0,0,🚧,ACT,0,0
2001-03-21,GBA,ズーキューブ,0,0,🚧,PZL,0,0
2001-03-21,GBA,ギャラクシーエンジェル ゲームボーイアドバンス  盛りだくさん天使のフルコースおかわり自由,0,0,🚧,TBL,0,0
2001-03-21,GBA,サムライエボリューション　桜国ガイスト,0,0,🚧,RPG,0,0
2001-03-21,GBA,スーパーマリオアドバンス３,0,0,🚧,ACT,0,0
2001-03-21,GBA,GROOVE ADVENTURE RAVE 光と闇の大決戦２,0,0,🚧,ACT,0,0
2001-03-21,GBA,エアフォースデルタ２,0,0,🚧,SHT,0,0
2001-03-21,GBA,エッグマニア　つかんで！まわして！どっすんぱず～る,0,0,🚧,PZL,0,0
2001-03-21,GBA,ストリートファイターZERO3↑,0,0,🚧,ACT,0,0
2001-03-21,GBA,ちょびっツ for Gameboy Advance アタシだけのヒト,0,0,🚧,SLG,0,0
2001-03-21,GBA,ファンシーポケット,0,0,🚧,SLG,0,0
2001-03-21,GBA,メタルガン・スリンガー,0,0,🚧,ACT,0,0
2001-03-21,GBA,南の海のオデッセイ,0,0,🚧,ADV,0,0
2001-03-21,GBA,なかよし幼稚園　すこやか園児育成ゲーム,0,0,🚧,SLG,0,0
2001-03-21,GBA,Jリーグウイニングイレブン アドバンス2002,0,0,🚧,SPT,0,0
2001-03-21,GBA,SILENT SCOPE,0,0,🚧,SHT,0,0
2001-03-21,GBA,コロッケ！夢のバンカーサバイバル！,0,0,🚧,ACT,0,0
2001-03-21,GBA,逆転裁判2,0,0,🚧,ADV,0,0
2001-03-21,GBA,ボンバーマンジェッターズ　伝説のボンバーマン,0,0,🚧,RPG,0,0
2001-03-21,GBA,MotoGP,0,0,🚧,RCG,0,0
2001-03-21,GBA,カードパーティ,0,0,🚧,TBL,0,0
2001-03-21,GBA,デ・ジ・キャラット でじこミュニケーション,0,0,🚧,SLG,0,0
2001-03-21,GBA,テイルズ オブ ザ ワールド なりきりダンジョン２,0,0,🚧,RPG,0,0
2001-03-21,GBA,ベストプレイプロ野球,0,0,🚧,SLG,0,0
2001-03-21,GBA,モンスターファームアドバンス２,0,0,🚧,SLG,0,0
2001-03-21,GBA,星のカービィ 夢の泉デラックス,0,0,🚧,ACT,0,0
2001-03-21,GBA,シルクとコットン,0,0,🚧,ADV,0,0
2001-03-21,GBA,ビーストシューター～めざせ闘獣王（ビーストキング）～,0,0,🚧,ACT,0,0
2001-03-21,GBA,ファンタジックメルヘンの  ケーキ屋さん物語＋動物キャラナビ占い個性心理学,0,0,🚧,ADV,0,0
2001-03-21,GBA,DAN DOH！！Xi,0,0,🚧,SPT,0,0
2001-03-21,GBA,魂斗羅ハードスピリッツ,0,0,🚧,ACT,0,0
2001-03-21,GBA,From TV animation ONE PIECE～ナナツ島の大秘宝～,0,0,🚧,RPG,0,0
2001-03-21,GBA,スキャンハンター～千年怪魚を追え！～,0,0,🚧,ACT,0,0
2001-03-21,GBA,真・女神転生 デビルチルドレン  闇の書,0,0,🚧,RPG,0,0
2001-03-21,GBA,真・女神転生 デビルチルドレン  光の書,0,0,🚧,RPG,0,0
2001-03-21,GBA,ポケットモンスター　サファイア,0,0,🚧,RPG,0,0
2001-03-21,GBA,ポケットモンスター　ルビー,0,0,🚧,RPG,0,0
2001-03-21,GBA,スーパーロボット大戦 ORIGINAL GENERATION,0,0,🚧,SLG,0,0
2001-03-21,GBA,ドキドキクッキングシリーズ(1) こむぎちゃんのハッピーケーキ,0,0,🚧,SLG,0,0
2001-03-21,GBA,ハリー・ポッターと秘密の部屋,0,0,🚧,ADV,0,0
2001-03-21,GBA,K-1ポケットグランプリ２,0,0,🚧,ACT,0,0
2001-03-21,GBA,チョロＱアドバンス２,0,0,🚧,RCG,0,0
2001-03-21,GBA,実況ワールドサッカーポケット２,0,0,🚧,SPT,0,0
2001-03-21,GBA,リトルバスターＱ,0,0,🚧,RPG,0,0
2001-03-21,GBA,彼岸花,0,0,🚧,ADV,0,0
2001-03-21,GBA,バス釣りしようぜ！～トーナメントは戦略だ！～,0,0,🚧,SPT,0,0
2001-03-21,GBA,ウッディ・ウッドペッカー・クレイジーキャッスル５,0,0,🚧,ACT,0,0
2001-03-21,GBA,キン肉マン２世 正義超人への道,0,0,🚧,ACT,0,0
2001-03-21,GBA,くるりんパラダイス,0,0,🚧,ACT,0,0
2001-03-21,GBA,シルバニアファミリー４ めぐる季節のタペストリー,0,0,🚧,ADV,0,0
2001-03-21,GBA,ダービースタリオンアドバンス,0,0,🚧,SLG,0,0
2001-03-21,GBA,トゥームレイダー：プロフェシー,0,0,🚧,ACT,0,0
2001-03-21,GBA,バトルネットワーク　ロックマンエグゼ３,0,0,🚧,RPG,0,0
2001-03-21,GBA,バルダーダッシュEX,0,0,🚧,PZL,0,0
2001-03-21,GBA,わたしのメイクサロン,0,0,🚧,SLG,0,0
2001-03-21,GBA,志村けんのバカ殿様 爆笑天下統一ゲーム,0,0,🚧,TBL,0,0
2001-03-21,GBA,爆転シュートベイブレード2002 激戦！チームバトル！！青龍の章  ダイチ編,0,0,🚧,ACT,0,0
2001-03-21,GBA,爆転シュートベイブレード2002 激戦！チームバトル！！青龍の章  タカオ編,0,0,🚧,ACT,0,0
2001-03-21,GBA,テニスの王子様－Aim at The Victory！－,0,0,🚧,RPG,0,0
2001-03-21,GBA,はじめの一歩 THE FIGHTING！,0,0,🚧,ACT,0,0
2001-03-21,GBA,ミニモニ。おねがい☆お星さま！,0,0,🚧,ETC,0,0
2001-03-21,GBA,アオ・ゾーラと仲間たち 夢の冒険,0,0,🚧,ETC,0,0
2001-03-21,GBA,クロノアヒーローズ 伝説のスターメダル,0,0,🚧,RPG,0,0
2001-03-21,GBA,シャーマンキング 超・占事略決３,0,0,🚧,CARD,0,0
2001-03-21,GBA,ダライアスＲ,0,0,🚧,SHT,0,0
2001-03-21,GBA,チョコボランド,0,0,🚧,TBL,0,0
2001-03-21,GBA,マジャイネーション,0,0,🚧,RPG,0,0
2001-03-21,GBA,モンスターメーカー４ キラーダイス,0,0,🚧,RPG,0,0
2001-03-21,GBA,モンスターメーカー４ フラッシュカード,0,0,🚧,RPG,0,0
2001-03-21,GBA,犬っこ倶楽部～福丸の大冒険～,0,0,🚧,ADV,0,0
2001-03-21,GBA,Disney Sports : Basketball,0,0,🚧,SPT,0,0
2001-03-21,GBA,SEGA RALLY　（セガラリー）,0,0,🚧,RCG,0,0
