発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,カウント,メモリ(S-RAM)(Kbit),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1993-08-27,ケムコ,XZONE,-,2,SPT,"￥6,500","￥6,500代",0,0,,,,,,,,
1993-08-27,バンダイ,DESTRUCTIVE(デストラクティブ),-,2,SPT,"￥6,800","￥7,000代",0,0,,,,,,,,
1993-09-03,トンキンハウス,スーパータリカン,-,2,ACT,"￥7,500","￥7,500代",0,0,,,ホルガー・シュミット,,クリス・ヒュルスベック,,,
1993-09-10,コブラチーム,サンダーバード国際救助隊出動せよ,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-09-10,イマジニア,ラスベガスドリーム,-,4,ETC,"￥9,800","￥10,000代",0,16,,安部卓,向井純|おだのりひろ|山本剛,やまなかたいへい|おおのさとし|安部卓|斎藤明宏|まるやませいじ,松前公高,,斎藤明宏,
1993-09-10,光栄,ウイニングポスト,-,7,ETC,"￥12,800","￥13,000代",0,256,,,,,山崎洋一|新井智詞,,シブサワ・コウ,
1993-09-10,スクウェア,ミスティッククエスト,-,2,RPG,"￥7,900","￥8,000代",0,64,,井出康二,近藤勝裕,森田正徳,笹井隆司|川上泰広,藤岡千尋|前川嘉彦|テッド・ウールゼイ,,
1993-09-14,バリエ,新日本プロレスリング超戦士IN闘強導夢,-,7,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-09-17,ユタカ,課長島耕作スーパービジネスアドベンチャー,-,4,ADV,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-09-17,コナミ,NFLフットボール,-,4,SPT,"￥9,000","￥9,000代",0,0,,,,,,,,
1993-09-17,フォーラム,ファイナルセット,-,4,SPT,"￥8,500","￥8,500代",0,0,,,,,ロス・ヴァネリ,ラウル・イングリス,,
1993-09-19,チュンソフト,トルネコの大冒険不思議のダンジョン,32,6,RPG,"￥9,600","￥9,500代",80,64,,福沢正,山森丈範|福田裕二,福沢正|麻野一哉|長畑成一郎|鳥山明,すぎやまこういち,,中村光一,
1993-09-22,データイースト,戦国伝承,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,山手安生|清水敏夫,,,
1993-09-22,T＆Eソフト,マスターズ遙かなるオーガスタ2,-,6,SPT,"￥9,900","￥10,000代",0,64,,横山英二,加藤英治,中島健二,冨田茂,,横山俊朗,
1993-09-23,エンジェル,SD機動戦士ガンダム2,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-09-23,バナレックス,GS美神除霊師はナイスバディ(ゴーストスイーパー美神),-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-09-24,タイトー,ダライアスフォース,-,4,SHT,"￥8,800","￥9,000代",0,0,,黒木伸章,みずのまさる|いとうかずたか|まゆずみたかし,黒木伸章|谷沢康夫|おかだともあき|H.OKAMOTO,草津きよし|わたなべよしお|田辺裕紀彦,,高橋章二,
1993-09-24,パック・イン・ビデオ,GO!GO!ドッジリーグ,-,2,SPT,"￥7,800","￥8,000代",0,0,,,,,,,,
1993-09-24,ナグザット,本格麻雀徹萬,-,2,TBL,"￥7,800","￥8,000代",0,0,,,,,,,,
1993-09-30,徳間書店インターメディアカンパニー,東尾修監修スーパープロ野球スタジアム,-,2,SPT,"￥8,900","￥9,000代",0,64,,,,,,,,
1993-10-01,やのまん,TRINEA-トリネア-,-,7,RPG,"￥9,800","￥10,000代",0,16,,,,,,,OLIVIA,
1993-10-01,アルトロン,レッド・オクトーバー,-,2,SHT,"￥8,800","￥9,000代",0,0,,,,,ベイジル・ポールドゥリス,トム・クランシー|『レッド・オクトーバーを追え』,,
1993-10-01,ジャレコ,スーパー3Dベースボール,-,6,SPT,"￥12,800","￥13,000代",0,64,,,,,,,,
1993-10-08,T＆Eソフト,バイキングの大迷惑,32,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-10-08,キングレコード,スーパー競走馬風のシルフィード,-,4,ETC,"￥9,300","￥9,500代",0,64,,,,,,,,
1993-10-15,ナムコ,スズカエイトアワーズ,-,4,RCG,"￥8,800","￥9,000代",0,16,,,,,,,,
1993-10-21,ココナッツジャパンエンターテイメント,スーパーカジノシーザースパレス,-,2,ETC,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-10-22,タカラ,ミラクルガールズともみとみかげの不思議世界の大冒険,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-10-22,サミー,ARCUSSPIRITS(アークス・スピリッツ),-,5,RPG,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-10-22,東宝、小学館プロダクション,らんま1／2朱猫団的秘宝,-,6,RPG,"￥9,800","￥10,000代",0,64,,賀川邦彦,富沢賢一|瓦吹隆,みとこうたろう|内藤剛,岡本智郎,きさらぎしょう,盛武源|角田純一|竹野雅人|頼経康史,
1993-10-29,エニックス,アクトレイザー2沈黙への聖戦,-,6,ACT,"￥9,300","￥9,500代",0,0,,橋本昌哉,橋本昌哉|いまいゆき,古代彩乃|高井政彦|今井秋芳|横田幸次|七條たかし,古代祐三,宮崎友好,曽根康征,
1993-10-29,ケイ・アミューズメントリース,龍虎の拳,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-10-29,タカラ,装甲騎兵ボトムズザ・バトリングロード,-,4,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-10-29,ビクターエンタテインメント,クラシック・ロード,-,4,ETC,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-10-29,カルチャーブレーン,スーパーチャイニーズワールド2,-,7,RPG,"￥9,800","￥10,000代",0,0,,阿迦手観屋夢之助,,阿迦手観屋夢之助,沢彰記,,阿迦手観屋夢之助,
1993-10-29,バンプレスト、ザムス,超時空要塞マクロススクランブルバルキリー,-,4,SHT,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-10-29,エピック・ソニーレコード,ユートピア,-,2,SLG,"￥9,500","￥9,500代",0,256,,,,,,,,
1993-10-29,エポック社,はた山ハッチのパロ野球ニュース!実名版,-,4,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-10-29,ミサワエンターテインメント,ジミーコナーズのプロテニスツアー,-,2,SPT,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-10-29,日本物産,スーパーニチブツマージャン2全国制覇篇,-,7,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-10-29,ポニーキャニオン,将棋風林火山,-,4,TBL,"￥8,800","￥9,000代",0,16,,,,,,,,
1993-11-05,テクモ,アクタリオン,-,4,RPG,"￥8,900","￥9,000代",0,64,,,,倉花千夏|石田可奈(原案)|石田可奈|丸藤広貴|河森正治(アクエリオン)|ブリュネ・スタニスラス|高倉武史,菅野よう子|大塚彩子,河森正治|サテライト,,
1993-11-05,パック・イン・ビデオ,ファイナルノックアウト,-,4,SPT,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-11-12,バンダイ,仮面ライダー,-,6,ACT,"￥9,800","￥10,000代",0,0,,,,,菊池俊輔,伊上勝 他,平山亨・阿部征司|(第53 - 98話),
1993-11-12,エピック・ソニーレコード,SolsticeⅡ(ソルスティス2),-,4,PZL,"￥9,500","￥9,500代",0,64,,,,,,,,
1993-11-12,ロジーク,ファイナル・ストレッチ,-,6,RCG,"￥9,800","￥10,000代",0,16,,,,,,,,
1993-11-12,イマジニア,若貴大相撲夢の兄弟対決,-,4,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-11-12,トミー,スーパーUNO,-,4,TBL,"￥8,500","￥8,500代",0,0,,,,,,,,
1993-11-19,東芝EMI,バトルマスター究極の戦士たち,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-11-19,トンキンハウス,イースIVMaskofTheSun,-,6,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-11-19,ココナッツジャパンエンターテイメント,パチスロラブストーリー,-,4,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-11-19,バリエ,遊人雀獣学園,-,4,TBL,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-11-23,マイクロネット,RIDDICKBOWEBOXING(リディック･ボウボクシング),-,2,SPT,"￥8,400","￥8,500代",0,16,,,,,,,,
1993-11-26,アスキー,アルディライトフット,-,4,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-11-26,カプコン,アラジン,31,5,ACT,"￥9,000","￥9,000代",0,0,,,,,,,,
1993-11-26,タカラ,餓狼伝説2,-,8,ACT,"￥9,980","￥10,000代",0,0,,,,塚本高史|白井影二,清水敏夫|おさかようこ|北村芳彦|幡谷正彦,,川崎英吉,
1993-11-26,トミー,アクセルブリッド,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-11-26,徳間書店,ヤダモンワンダランドドリーム,-,4,ADV,"￥8,800","￥9,000代",0,64,,,,,,,,
1993-11-26,タイトー,スーパーH.Q.クリミナルチェイサー,-,4,RCG,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-11-26,やのまん,アレサ(ARETHA),-,7,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-11-26,アスミック,F-15スーパーストライクイーグル,-,4,SLG,"￥9,600","￥9,500代",0,0,,,,,,,,
1993-11-26,サミー,ダイナミックスタジアム,-,4,SPT,"￥8,500","￥8,500代",0,64,,,,,,,,
1993-11-26,ジャレコ,武田修宏のスーパーカップサッカー,-,2,SPT,"￥9,500","￥9,500代",0,16,,,,,,,,
1993-11-26,ソフエル,鬼塚勝也スーパーバーチャルボクシング,-,4,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-11-26,テクモ,テクモスーパーボウル,31,6,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-11-26,データイースト,ABCマンデーナイトフットボール,-,4,SPT,"￥9,000","￥9,000代",0,64,,,,,,,,
1993-11-26,サミー,実戦パチスロ必勝法,-,2,TBL,"￥9,500","￥9,500代",0,64,,,,,,,,
1993-11-27,エニックス,ガイア幻想紀,-,7,RPG,"￥9,800","￥10,000代",0,64,,橋本昌哉,橋本昌哉|北ノ原昭,宮崎友好|萩尾望都,川崎康宏,大原まり子,曽根康征,
1993-11-30,バンプレスト、ザムス,Soul＆Sword(ソウルアンドソード),-,6,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-12-02,アイマックス,スーパー麻雀2本格4人打ち,-,2,TBL,"￥8,800","￥9,000代",0,64,,,,,,,,
1993-12-03,コナミ,T.M.N.T.ミュータントウォーリアーズ,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,Genesis/MD|東野美紀|SNES/SFC|上原和彦|井上秀人|上高治己|NES|兼田潤一郎|西垣綾子,,,
1993-12-03,EAV,NBAプロバスケットボール'94ブルズVSサンズ,-,4,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-12-03,タイトー,スーパー究極ハリキリスタジアム,-,6,SPT,"￥9,500","￥9,500代",0,64,,,,,,,,
1993-12-03,POW,喜国雅彦の雀闘士銅鑼王2,-,4,TBL,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-12-09,光栄,信長の野望・覇王伝,-,7,SLG,"￥12,800","￥13,000代",0,256,,,,,菅野よう子,,シブサワ・コウ,
1993-12-10,アクティビジョンジャパン,プロック,-,4,ACT,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-12-10,ヴァージンゲーム,クールスポット,-,4,ACT,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-12-10,ミサワエンターテインメント,競馬エイトスペシャル(秘)馬券購入術,-,4,ETC,"￥9,000","￥9,000代",0,64,,,,,,,,
1993-12-10,バンプレスト,す～ぱ～ぷよぷよ,-,4,PZL,"￥8,200","￥8,000代",170,0,,,,,,,,
1993-12-10,スクウェア,ロマンシングサ・ガ2,-,7,RPG,"￥9,900","￥10,000代",117,64,,河津秋敏,穴澤友樹,河津秋敏|小林智美|高井浩,伊藤賢治,河津秋敏,水野哲夫,
1993-12-10,アイレム,R-TYPEⅢ(アールタイプ3),-,7,SHT,"￥9,800","￥10,000代",0,0,,,SUM|MISACHIN,ABIKO|AKIO|YOSHIGE,石崎正人,,,
1993-12-10,エピック・ソニーレコード,白熱プロ野球'94ガンバリーグ3,-,4,SPT,"￥8,900","￥9,000代",0,64,,,,,,,,
1993-12-10,アスミック,決戦!ドカポン王国Ⅳ伝説の勇者たち,-,4,TBL,"￥8,900","￥9,000代",0,64,,,,,,,,
1993-12-17,エポック社,ドラえもん2のび太のトイズランド大冒険,-,4,ACT,"￥8,000","￥8,000代",0,0,,堀越丈広|星野重和|高橋直樹,あそうまさあき|いとうしん|池田慎一|今井敏彦|梅木元博|佐藤久志,加藤栄吾|おきやまじゅん|ますやまゆういち|井上崇|長谷川香織,小川寿夫|堀江正幸|沓掛隆志|松島友子,,沓掛隆志,
1993-12-17,カプコン,ロックマンX,-,6,ACT,"￥9,500","￥9,500代",0,0,,,,稲船敬二|田崎一軌|吉川達哉|加治勇人,岩井由紀,,藤原得郎,
1993-12-17,ジャレコ,ラッシング・ビート修羅,-,7,ACT,"￥9,700","￥9,500代",0,0,,星和明|おおたしげゆき,吉田明広|大原健志|あきやまのぼる,倉持伸幸|前川恵一,伊勢村篤義|鈴木康行,,TEAM PURE HEART,
1993-12-17,スクウェア,アルカエスト,-,4,ACT,"￥8,800","￥9,000代",0,0,,角田敦,菅浩秋,角田敦|吉川仁志|橋口茂|若山強|石田聡|能登谷哲也,石川淳,,,
1993-12-17,バンダイ,ドラゴンボールZ超武闘伝2,-,7,ACT,"￥9,800","￥10,000代",120,0,,島田晋作,まるこ父|JCパジャマズ|まるこ,久保田昭史|田島昭司|清水厚二|竹花欣也|玉井裕和|高橋雅行|荒井翔子|M.柏木|ボージャック鈴木|ザンギャそば|TAKO仙人|服部大三郎,山本健司|SWITCH・E|くまたろう,小山高生|植竹須美男,鈴木敏弘,
1993-12-17,ビクターエンタテインメント,スーパー・スター・ウォーズ帝国の逆襲,-,6,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-12-17,アスキー,ワンダラスマジック,-,7,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-12-17,インテック,歴史大河RPG夢幻の如く,-,6,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-12-17,イマジニアズーム,ドラッキーの草やきう,-,7,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-12-17,テクノスジャパン,ダウンタウン熱血べーすぼーる物語,-,6,SPT,"￥9,800","￥10,000代",0,64,,関本弘之,南波靖一郎|酢屋直樹|西村成孝|福原元栄|大日方忠道|松本康宏|T.SAITO|Y.OKADA|吉田まさかず,並木毅|白井誠|中津英一朗|泉山武久|金物昌人,CUBE|飯塚千晶|上原麗子|片岡清美,,,
1993-12-17,ココナッツジャパンエンターテイメント,パチンコウォーズ2,-,4,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-12-17,ヘクト,ホーリーストライカー,-,4,TBL,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-12-18,エニックス,ドラゴンクエストⅠ・Ⅱ,35,6,RPG,"￥9,600","￥9,500代",120,64,,,,,,,,
1993-12-22,アイレム,がんばれ大工の源さん,-,4,ACT,"￥8,900","￥9,000代",0,0,,,,,,,Max Matsuura,
1993-12-22,EAV,スペース・ファンキーB.O.B.,-,4,ACT,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-12-22,コナミ,がんばれゴエモン2奇天烈将軍マッギネス,31,7,ACT,"￥9,800","￥10,000代",0,64,,蛭子悦延,蛭子悦延|山口誠|丸山修|奥谷友春|岸和田聡|梅崎重治,小川公一|小川公一|薬師寺健雄|堀江浩司|山内円|近藤哲哉|濱垣和恵,上原和彦|冨田朋也|安慶名伸行,,梅崎重治,
1993-12-22,サンソフト,フラッシュバック,33,7,ACT,"￥9,600","￥9,500代",0,0,,,,,,,,
1993-12-22,タカラ,キング・オブ・ザ・モンスターズ2,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,田中敬一|清水敏夫|北村芳彦,,,
1993-12-22,ケイエスエス,BINGBING!BINGO(ビンビンビンゴ),-,4,ETC,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-12-22,サンソフト,へべれけのぽぷーん,-,4,PZL,"￥8,200","￥8,000代",0,0,,,,,,,,
1993-12-22,ケムコ,トップレーサー2,-,4,RCG,"￥8,500","￥8,500代",0,0,,,,,,,,
1993-12-22,東宝,超ゴジラ,-,6,SLG,"￥9,800","￥10,000代",0,0,,,,加藤直之,蓮谷通治|横山じゅんこ,,竹野雅人|角田純一|谷口清悟|蓮谷通治|MIS,
1993-12-22,ナムコ,幽☆遊☆白書,-,7,SLG,"￥9,600","￥9,500代",0,0,,,,,やまだ豊,三嶋龍朗,,
1993-12-22,日本テレネット,エースをねらえ!,-,4,SPT,"￥9,400","￥9,500代",0,0,,,,,,,,
1993-12-24,アクレイムジャパン,モータルコンバット,30,7,ACT,"￥9,800","￥10,000代",0,0,,,,エド・ブーン|ジョン・トビアス,ダン・フォーデン,,,
1993-12-24,東映動画,北斗の拳7聖剣列伝伝承者への道,-,8,ACT,"￥9,700","￥9,500代",0,0,,,,,フランク・ワイルドホーン,高橋亜子,,
1993-12-24,アルトロン,リトルマジック,-,2,PZL,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-12-24,BPS,テトリス武闘外伝,-,4,PZL,"￥8,000","￥8,000代",0,0,,,,,,,,
1993-12-24,ヒューマン,ヒューマングランプリ2,-,4,RCG,"￥9,500","￥9,500代",0,64,,,,,,,,
1993-12-24,ソフエル,モンスターメーカー3,-,7,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-12-24,ハドソン,新桃太郎伝説,-,7,RPG,"￥9,800","￥10,000代",0,64,,さくまあきら,三上哲|青山光(青山公士)|若林哲也,土居孝幸,関口和之,,,
1993-12-24,EAV,NFLプロフットボール'94,-,4,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-12-25,マジファクト,美神伝説Zoku,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-12-28,やのまん,サッカーキッド,-,5,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-12-28,日本コンピュータシステム,全日本プロレスダッシュ世界最強タッグ,-,7,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-12-29,バンダイ,美少女戦士セーラームーンR,-,7,ACT,"￥9,800","￥10,000代",0,0,,佐藤順一 → 幾原邦彦 → 五十嵐卓哉,,(※ 作画チーフ)|只野和子 → 伊藤郁子 → 爲我井克美,有澤孝紀,武内直子,,
1993-12-29,エンジェル,横山光輝三国志Ⅱ,-,6,SLG,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-12-29,ヒューマン,スーパーファイヤープロレスリング3ファイナルバウト,30,6,SPT,"￥9,700","￥9,500代",0,64,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
1994-01-03,ナムコ,ロックンロールレーシング,-,4,RCG,"￥7,900","￥8,000代",0,0,,,,,,,,
1994-01-07,コナミ,ツインビーレインボーベルアドベンチャー,-,4,ACT,"￥9,000","￥9,000代",0,64,,神戸良治,南方章宏|柴田裕治|吉田晃之|上中直人,Shuzilow.HA|福田裕貴|中川潤,松原健一|森本ゆきえ|三木彩子,,,
1994-01-07,日本コンピュータシステム,バトルトードインバトルマニアック,-,4,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-01-07,ミサワエンターテインメント,ワールドクラスラグビー2国内激闘編'93,-,4,SPT,"￥9,300","￥9,500代",0,64,,,,,,,,
1994-01-08,メルダック,スーパーピンボールビハインドザマスク,-,4,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-01-14,バップ,必勝777ファイターパチスロ竜宮伝説,-,2,TBL,"￥9,500","￥9,500代",0,0,,,,,,,,
1994-01-21,BPS,スーパーテトリス2+ボンブリス限定版,-,4,PZL,"￥8,500","￥8,500代",0,16,,,,,,,,
1994-01-21,任天堂,ファイアーエムブレム紋章の謎,36,9,SLG,"￥9,800","￥10,000代",78,64,,寺崎啓祐,成広通,加賀昭三|小屋勝義,辻横由佳,加賀昭三,横井軍平,
1994-01-28,コブラチーム,バスタード!暗黒の破壊神,-,6,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-01-28,タイトー,ザ・ニンジャウォーリアーズアゲイン,-,6,ACT,"￥9,300","￥9,500代",0,0,,,宮部寿保,谷口俊一|谷口俊一|新保孝|わだしんや,岩月博之|楯直樹,,,
1994-01-28,バンプレスト,ザ・グレイトバトル外伝2祭だワッショイ,-,5,ACT,"￥9,500","￥9,500代",0,0,,,,,,,,
1994-01-28,エニックス,ブレインロード,30,6,RPG,"￥9,600","￥9,500代",0,64,,,すみたたけお,今田真二|神村幸子,赤堀正直,鈴木俊之,菊本裕智,
1994-01-28,バンプレスト,ガイアセイバーヒーロー最大の作戦,-,6,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-01-28,アスミック,鋼鉄の騎士2砂漠のロンメル軍団,-,6,SLG,"￥12,800","￥13,000代",0,64,,,,,,,,
1994-01-28,アトラス,魔神転生,-,6,SLG,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-02-04,アルトロン,オリビアのミステリー,-,4,PZL,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-02-04,ヒューマン,スーパーファイヤープロレスリング3イージータイプ,-,6,SPT,"￥7,900","￥8,000代",0,0,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
1994-02-04,アスク講談社,伊藤果六段の将棋道場,-,4,TBL,"￥9,600","￥9,500代",0,64,,,,,,,,
1994-02-10,イマジニア,ウルフェンシュタイン3D,32,6,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-02-11,ココナッツジャパンエンターテイメント,バーチャルウォーズ,-,4,ACT,"￥11,000","￥11,000代",0,0,,,,,ジョン・ワイマン,スティーヴン・キング|『芝刈り機の男』,,
1994-02-11,東芝EMI,ソード・マニアック,-,4,ACT,"￥8,800","￥9,000代",0,0,,もりしまなおき|はかまだのぶゆき|小山英二,藤島聡,小山英二|中井覚,松尾早人|崎元仁| サイコソニック(英語版),,大橋良彦|梅木克彦,
1994-02-11,ウルフ・チーム,緋王伝魔物達との誓い,-,6,SLG,"￥11,800","￥12,000代",0,256,,,,,,,,
1994-02-11,光栄,トップマネジメントⅡ,-,6,SLG,"￥14,800","￥15,000代",0,64,,,,,,チャン・ウンミ|キム・ジョンヒ|イム・ジョンミン|パク・スルギ|ユ・スジ|ユン・ヤンウン,グレッグ・リー|ソン・ジョンハン|ユ・ヘミン,
1994-02-11,EAV,スーパーヅガンハコテン城からの招待状,-,4,TBL,"￥8,800","￥9,000代",0,0,,,,,,,,
1994-02-18,エピック・ソニーレコード,迦楼羅王(カルラオウ),-,4,ACT,"￥8,900","￥9,000代",0,0,,,,,,,,
1994-02-18,データイースト,戦え原始人3主役はやっぱりJOE＆MAC,-,4,ACT,"￥8,500","￥8,500代",0,0,,,,,,,,
1994-02-18,バンプレスト、ザムス,鉄腕アトム,-,5,ACT,"￥9,000","￥9,000代",0,0,,,,,,,,
1994-02-18,アスキー,ダービースタリオンⅡ,33,7,ETC,"￥12,800","￥13,000代",0,256,,,,,,,,
1994-02-18,セタ,デザートファイター,-,4,SLG,"￥9,800","￥10,000代",0,64,,,,,,,,
