発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,売り上げ本数,ハード,👥クリエイターズ,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？,
1986-06-26,ジャレコ,チョップリフター,-,2,ACT,"￥4,900","￥5,000代",0,1,,,,ダン・ゴーリン,,,,-,-,-,-,-,
1986-07-03,サンソフト,東海道五十三次,-,2,ACT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-07-18,ナムコ,バベルの塔,-,2,PZL,"￥3,900","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1986-07-30,コナミ,がんばれゴエモン！からくり道中,-,4,ACT,"￥5,300","￥5,500代",0,1,,,梅崎重治|青山和浩,橋本和久,寺島里恵,,,-,-,-,-,-,
1986-07-30,テクモ,ソロモンの鍵,-,2,PZL,"￥4,900","￥5,000代",0,1,,,,,,,,🟨黄,-,-,-,-,
1986-08-01,ナムコ,ワルキューレの冒険時の鍵の伝説,-,2,RPG,"￥3,900","￥4,000代",0,1,,S.MACCO,A.WACHI,冨士宏,川田宏行,,,-,-,-,-,-,
1986-08-08,タイトー,六三四の剣ただいま修行中,-,2,SPT,"￥4,900","￥5,000代",0,1,,,宮成のぼる,,,,,-,対戦,13位,-,-,
1986-08-10,東映動画,北斗の拳,-,2,ACT,"￥4,900","￥5,000代",0,1,,,,,フランク・ワイルドホーン,高橋亜子,,-,-,-,-,-,
1986-08-22,ジャレコ,じゃじゃ丸の大冒険,-,2,ACT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-08-22,ナムコ,スカイキッド,-,2,ACT,"￥3,900","￥4,000代",0,1,,,弓達公雄,永島洋武,小沢純子,,,-,-,-,-,-,
1986-08-28,バンダイ,機動戦士Zガンダムホットスクランブル,-,4,SHT,"￥5,500","￥5,500代",0,1,,遠藤雅伸,しまおかひろし|やまもとこういち,遠藤雅伸|内藤智|大河原邦男|藤田一己|永野護|小林誠,ニール・セダカ,富野由悠季,,-,-,-,-,-,
1986-09-03,SNK,ASO,-,2,SHT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-09-05,ポニーキャニオン,スーパーピットフォール,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1986-09-08,ビクター音楽産業,バナナ,-,2,PZL,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-09-12,ハドソン,高橋名人の冒険島,-,2,ACT,"￥4,900","￥5,000代",105,1,,,,,,,,⬜白,-,-,-,03位,
1986-09-18,スクウェア,キングスナイト,-,2,SHT,"￥4,900","￥5,000代",0,1,,,Workss,,植松伸夫,,,-,-,-,-,-,
1986-09-19,ナムコ,スーパーゼビウスガンプの謎,-,4,SHT,"￥4,900","￥5,000代",0,1,,,,横山茂|小野浩(監修|一部作業),,,,-,-,-,-,-,
1986-09-22,徳間書店,ゴーストバスターズ,-,2,ACT,"￥4,500","￥4,500代",0,1,,,,,エルマー・バーンスタイン,ダン・エイクロイド|ハロルド・ライミス,,-,-,-,-,-,
1986-09-26,ケムコ,スペースハンター,-,2,ADV,"￥4,900","￥5,000代",0,1,,,道浦忍|戸野文雄,,増野宏之,,,-,-,-,-,-,
1986-09-27,日本物産,テラクレスタ,-,4,SHT,"￥4,900","￥5,000代",0,1,,,,藤原茂樹,吉田健志,,,-,-,-,-,-,
1986-09-27,カプコン,戦場の狼,-,4,ACT,"￥5,500","￥5,500代",116,1,,,,藤原得郎,河本圭代,,,-,-,-,-,-,
1986-10-08,データイースト,バギーポッパー,-,2,RCG,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-10-23,ジャレコ,うる星やつらラムのウェディングベル,-,2,ACT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-10-30,東京書籍,けいさんゲーム算数4年,-,2,ETC,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-10-30,東京書籍,けいさんゲーム算数5・6年少数・分数のまとめ,-,2,ETC,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-10-31,ジャレコ,ミシシッピー殺人事件,-,4,ADV,"￥5,200","￥5,000代",0,1,,,,アダム・ベリン|ヒラリー・ミルス,エド・ボガス(英語版),ロブ・スウィガート,ブラッド・フレガー(英語版),🟦青,-,-,-,15位,
1986-11-11,テクモ,スーパースターフォース時空歴の秘密,-,4,SHT,"￥5,300","￥5,500代",0,1,,,,,斎藤幹雄,,,-,-,-,-,-,
1986-11-12,バンダイ,ファミリートレーナーシリーズ1アスレチックワールド,-,2,SPT,"￥8,500","￥8,500代",0,1,,,,,,,,-,-,-,-,-,
1986-11-13,河田,Othello(オセロ),-,2,TBL,"￥4,900","￥5,000代",0,1,,,,,中西ゆういちろう,鈴木光司|久保幸湖|谷井美佳|中村真夕,山崎宏太(朝日放送テレビ)|南雄大(朝日放送テレビ)|齋藤浩司(ヒューマックスシネマ)|若山佑介(ヒューマックスシネマ)|山口誠(47style),-,-,-,-,-,
1986-11-13,ハドソン,迷宮組曲ミロンの大冒険,-,2,ACT,"￥4,900","￥5,000代",0,1,,,笹川敏幸,笹川敏幸,国本剛章|井上大介,笹川敏幸,,🟨黄,-,-,-,-,
1986-11-21,ビック東海,アイギーナの予言バルバルークの伝説より,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1986-11-21,バップ,元祖西遊記スーパーモンキー大冒険,-,2,RPG,"￥4,900","￥5,000代",0,1,,,,高瀬俊一|中島薫,,,,-,-,-,-,-,
1986-11-21,東映動画,長靴をはいた猫世界一周80日大冒険,-,2,ACT,"￥4,900","￥5,000代",0,1,,,,,宇野誠一郎,シャルル・ペロー,,🟥赤,-,-,-,-,
1986-11-26,ナムコ,マッピーランド,-,4,ACT,"￥3,900","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1986-11-26,ケイアミューズメントリース,怒IKARI,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,伊集桂子,,,,-,-,-,-,-,
1986-11-27,バンダイ,ドラゴンボール神龍の謎,-,4,ACT,"￥5,300","￥5,500代",125,1,,,,,,,,🟦青,-,-,-,11位,
1986-11-28,アスキー,キャッスルエクセレント,-,2,PZL,"￥4,900","￥5,000代",0,1,,,,吉田功|めるへんめーかー,,,,-,-,-,-,-,
1986-12-01,バンダイ,ファミリートレーナーシリーズ2ランニングスタジアム,-,2,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-12-05,ポニーキャニオン,タイガーヘリ,-,2,SHT,"￥4,900","￥5,000代",0,1,,,,,上村建也,,,-,-,-,-,-,
1986-12-05,東芝ＥＭＩ,ディーヴァストーリー6ナーサティアの玉座,-,4,SLG,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1986-12-05,タカラ,戦え超ロボット生命体トランスフォーマーコンボイの謎,-,2,ACT,"￥4,900","￥5,000代",0,1,,,,,,,,◾黒,-,-,-,04位,
1986-12-06,ユース,ホッターマンの地底探険,-,2,ACT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-12-10,タイトー,たけしの挑戦状,-,4,ADV,"￥5,300","￥5,500代",80,1,,福津浩(ノバ),森永英一郎(ノバ),ビートたけし,,ビートたけし,富士本淳(セタ)|宮成昇(アルュメ),-,-,-,-,01位,
1986-12-10,ナムコ,プロ野球ファミリースタジアム,-,3,SPT,"￥3,900","￥4,000代",205,1,,,,岸本好弘|HIE(小野浩)|くんちゃん(小野泰),中潟憲雄,,永島洋武,-,対戦,03位,-,-,
1986-12-11,トーワチキ,シャーロックホームズ伯爵令嬢誘拐事件,-,4,ADV,"￥5,000","￥5,000代",0,1,,,AYA|NEAR|MAKOTO,M.KUBOTA,,,,-,-,-,-,-,
1986-12-12,ハドソン,ドラえもん,-,4,ACT,"￥5,500","￥5,500代",115,1,,,,,,,,⬜白,-,-,-,-,
1986-12-15,アイレム,魔鐘,-,4,RPG,"￥5,300","￥5,500代",0,1,,スコット津村|ロスふたみ|やまのじゅん|マハヴィシュヌ,R.NAGASU,R.NAGASU|水足淳一,粕川由伸,,,-,-,-,-,-,
1986-12-16,ナムコ,メトロクロス,-,2,ACT,"￥3,900","￥4,000代",0,1,,,田中京太,岡本達郎|小野浩|粕川由紀|北原聡,大野木宜幸,,,-,-,-,-,-,
1986-12-18,コナミ,キングコング2怒りのメガトンパンチ,-,4,ACT,"￥5,300","￥5,500代",0,1,,,山田善朗|MU-CHAN,霜出健治,坂元信也|寺島里恵|山下絹代|禎清宏,,,-,-,-,-,-,
1986-12-18,サンソフト,マドゥーラの翼,-,2,ACT,"￥4,900","￥5,000代",0,1,,,,もりけん,小高直樹,,,-,-,-,-,-,
1986-12-18,CBSソニー,聖飢魔Ⅱ悪魔の逆襲！,-,2,ACT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-12-20,デービーソフト,レイラ,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1986-12-23,アスキー,コスモジェネシス,-,2,SLG,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-12-24,カプコン,闘いの挽歌,-,4,ACT,"￥5,500","￥5,500代",0,1,,,江川陽一,西山隆志,森安也子,,,🟨黄,-,-,-,-,
1986-12-26,タイトー,アルカノイド,30,2,ETC,"￥5,400","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1986-12-26,日本物産,クレイジークライマー,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,藤原茂樹,,,,-,-,-,-,-,
1986-12-26,ケムコ,時空の旅人,-,4,ADV,"￥4,900","￥5,000代",0,1,,,,,国吉良一,眉村卓|(『とらえられたスクールバス』より),,-,-,-,-,-,
1987-01-04,コナミ,火の鳥鳳凰編我王の冒険,-,4,ACT,"￥5,300","￥5,500代",0,1,,LOVELY HIDEKI,LOVELY HIDEKI,霜出健治,水谷郁|前沢秀憲|山下絹代,,,-,-,-,-,-,
1987-01-07,ナムコ,ドラゴンバスター,-,4,ACT,"￥4,900","￥5,000代",0,1,,,是枝ひろき,佐藤英治,慶野由利子,,,-,-,-,-,-,
1987-01-07,徳間書店,ラビリンス魔王の迷宮,-,4,ACT,"￥4,900","￥5,000代",0,1,,,,,トレヴァー・ジョーンズ,テリー・ジョーンズ,,-,-,-,-,-,
1987-01-26,エニックス,ドラゴンクエストⅡ悪霊の神々,38,4,RPG,"￥5,500","￥5,500代",241,1,,中村光一,中村光一,堀井雄二|鳥山明,すぎやまこういち,堀井雄二,千田幸信,◾黒,-,-,-,10位,
1987-02-01,バンダイ,ファミリートレーナーシリーズ3エアロビスタジオ,-,2,SPT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1987-02-06,ホットビィ,ザ・ブラックバス,-,4,ETC,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-02-10,リコーエレメックス,新人類,-,2,ACT,"￥4,900","￥5,000代",0,1,,,,,,,,🟥赤,-,-,-,-,
1987-02-14,カルチャーブレーン,飛龍の拳奥義の書,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-02-27,バンダイ,ポケットザウルス十王剣の謎,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,🟨黄,-,-,-,-,
1987-03-05,トンキンハウス,ファミリーシンセいきなりミュージシャン,-,2,ETC,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-03-06,ハドソン,ミッキーマウス不思議の国の大冒険,-,2,ACT,"￥4,900","￥5,000代",0,1,,菊田昌昭,三上哲|黒田尚樹|菊田昌昭,山本次行|松浦浩司|輪島智美,国本剛章,,,⬜白,-,-,-,-,
1987-03-06,ポニーキャニオン,LawoftheWest西部の掟,-,4,ADV,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-03-14,東宝,タッチミステリーオブトライアングル,-,4,ADV,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-03-17,ビクター音楽産業,花のスター街道,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-03-18,コナミ,グーニーズ2フラッテリー最後の挑戦,-,4,ADV,"￥4,900","￥5,000代",0,1,,,,,寺島里恵,,,-,-,-,-,-,
1987-03-25,タカラ,失われたメッセージロストワードオブジェニー,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-03-27,ケムコ,南国指令！！スパイVSスパイ,-,4,ACT,"￥4,900","￥5,000代",0,1,,,マイケル・J・リーデル,,,,,-,-,-,-,-,
1987-04-02,ナムコ,さんまの名探偵,34,4,ADV,"￥4,900","￥5,000代",0,1,,,普川隆志,SKELETON HIE SAN|瀧上園枝,慶野由利子|小沢純子,兵藤岳史,,-,-,-,-,-,
1987-04-14,セタ,森田将棋,-,4,TBL,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-04-14,カプコン,魔界島七つの島の大冒険,-,4,ACT,"￥4,980","￥5,000代",0,1,,,小林成光,黒川真圭,藤田晴美,,,🟦青,-,-,-,-,
1987-04-15,テクノスジャパン,熱血硬派くにおくん,-,4,ACT,"￥5,300","￥5,500代",0,1,,岸本良久,富山徳之|熊谷慎太郎|佐藤博|西村成孝,緒方孝治|斉藤伸一|向井久美子|白戸政男,澤和雄,,,🟥赤,-,-,-,-,
1987-04-17,テクモ,アルゴスの戦士はちゃめちゃ大進撃,-,4,ACT,"￥4,980","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-04-17,東映動画,北斗の拳2世紀末救世主伝説,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-04-24,ナムコ,ファミリージョッキー,31,2,SPT,"￥3,900","￥4,000代",0,1,,,T.FUKUMOTO|宇田川治久|はなおかくみ,,小沢純子,,,-,-,-,-,-,
1987-05-01,バンダイ,ファミリートレーナーシリーズ4ジョギングレース,-,2,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-05-19,ジャレコ,妖怪倶楽部,-,4,ACT,"￥4,900","￥5,000代",0,1,,,,爬沼晻,村田幸史,,,-,-,-,-,-,
1987-05-24,東芝ＥＭＩ,ダイナマイトボウル,-,2,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-06-01,アスキー,北海道連鎖殺人オホーツクに消ゆ,-,5,ADV,"￥5,800","￥6,000代",0,1,,,上野利幸,本山重人|のせみのる,,堀井雄二,塩崎剛三,◾黒,-,-,-,-,
1987-06-05,SNK,アテナ,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-06-05,ハドソン,高橋名人のBUGってハニー,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,国本剛章(7曲担当),,,-,-,-,-,-,
1987-06-12,データイースト,闘人魔境伝ヘラクレスの栄光,-,4,RPG,"￥5,300","￥5,500代",0,1,,,,,,,,🟦青,-,-,-,-,
1987-06-19,ナムコ,ファミリーボクシング,30,3,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-06-20,デービーソフト,うっでいぽこ,31,4,ACT,"￥5,500","￥5,500代",0,1,,,小林貴樹|松井文也,高殿収,斉藤康仁,,吉田めぐみ,🟨黄,-,-,-,-,
1987-06-26,ジャレコ,燃えろ！！プロ野球,32,4,SPT,"￥5,500","￥5,500代",158,1,,,おおたのぶかず,田中哲次,村田幸史|林音人,,関雅行,🟥赤,-,-,-,-,
1987-06-26,ジャレコ,燃えろ！！プロ野球(黒),-,4,SPT,"￥5,500","￥5,500代",0,1,,,おおたのぶかず,田中哲次,村田幸史|林音人,,関雅行,◾黒,-,-,-,-,
1987-06-27,エピックソニー,所さんのまもるもせめるも,-,2,ACT,"￥4,900","￥5,000代",0,1,,長崎行男,ハル研究所,島武実|所ジョージ,澤和雄,,所ジョージ|北島肇,🟨黄,-,-,-,-,
1987-06-30,タイトー,未来神話ジャーヴァス,-,5,RPG,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-07-03,ハイスコアメディアワーク,ゾンビハンター,-,4,RPG,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,02位,-,
1987-07-07,コナミ,月風魔伝,-,4,ACT,"￥4,900","￥5,000代",0,1,,,橋本和久|青山和浩|山下和之|風仁美|徳田典|小川光章,米田朗,前沢秀憲,,,-,-,-,-,-,
1987-07-10,日本物産,ブービーキッズ,-,4,ACT,"￥4,900","￥5,000代",0,1,,藤原茂樹,,藤原茂樹,吉田健志|船場洋志,,,-,-,-,-,-,
1987-07-16,ハドソン,ヘクター'87,-,4,SHT,"￥5,000","￥5,000代",0,1,,小山俊典,小山俊典|永田淳夫|KINCHAN|CHARLEY NAKATA,奥村恵|高津敏之|野中和彦|SUGATA MORIMOTO|YASUAKI KUWAHARA|桑原司|YAMACHAM!|増尾隆幸(パッケージデザイン),国本剛章,,,-,-,-,13位,-,
1987-07-17,ナムコ,ドラゴンスレイヤーⅣ,-,4,RPG,"￥4,900","￥5,000代",0,1,,,秋葉紀好|木屋善夫,大浦孝浩|都築和彦|古代彩乃,古代祐三|石川三恵子,立川敏男|木屋善夫|畠山孝一|大浦孝浩|秋葉紀好,加藤正幸,-,-,-,-,-,
1987-07-18,ケイアミューズメントリース,ジャンボウ,-,4,ETC,"￥4,980","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-07-20,サンソフト,ファンタジーゾーン,34,4,SHT,"￥5,300","￥5,500代",0,1,,石井洋児,片木秀一,石井洋児|近藤正樹,川口博史,,,⬜白,-,-,-,-,
1987-07-22,ユース,バツ＆テリー魔境の鉄人レース,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-07-30,バンダイ,カラオケスタジオ基本セット,-,4,ETC,"￥7,500","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1987-07-30,ビック東海,チェスターフィールド暗黒神への挑戦,-,4,RPG,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-07-31,バンダイ,ファミリートレーナーシリーズ5迷路大作戦,-,4,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-08-07,スクウェア,ハイウェイスター,32,4,RCG,"￥4,500","￥4,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-07,ハドソン,ボンバーキング,-,4,ACT,"￥5,500","￥5,500代",0,1,,おおたひろし,笹川敏幸|おかだひろゆき,竹森得泰|山本次行|松浦浩司|輪島智美|桑原美生|増尾隆幸(パッケージデザイン),井上大介|国本剛章,,,🟥赤,-,-,-,-,
1987-08-07,キングレコード,ミラクルロピット2100年の冒険,-,4,ACT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-08-10,トーワチキ,エルナークの財宝,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,19位,
1987-08-10,バンダイ,聖闘士星矢黄金伝説,-,4,RPG,"￥5,500","￥5,500代",0,1,,,,,,,,🟦青,-,-,-,-,
1987-08-11,ナムコ,ファミリーマージャン,-,4,TBL,"￥3,900","￥4,000代",0,1,,,,,吉田健志,,,-,-,-,-,-,
1987-08-11,BPS,囲碁九路盤対局,-,2,TBL,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-11,サンソフト,天下のご意見番水戸黄門,-,4,ADV,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-11,コナミ,魔城伝説Ⅱ大魔司教ガリウス,-,4,ACT,"￥4,900","￥5,000代",0,1,,きたもとしんじ,きたもとしんじ|岸和田聡|徳田典,T.UEYAMA|くぼゆうさく,前沢秀憲|坂元信也|藤尾敦|禎清宏|山下絹代,,,-,-,-,-,-,
1987-08-17,HAL研究所,エアーフォートレス,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-21,徳間書店,夢幻戦士ヴァリスthefantasicsoldier,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-28,タカラ,光の戦士フォトン惑星ゾルディアスの戦い,-,4,ADV,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-31,バンダイ,ファミリートレーナーシリーズ6マンハッタンポリス,-,4,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-09-03,カルチャーブレーン,シェラザードアラビアンドリーム,-,4,RPG,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-09-05,東芝ＥＭＩ,ゾイド中央大陸の戦い,-,4,RPG,"￥5,300","￥5,500代",0,1,,,,,,,,🟥赤,-,-,-,-,
1987-09-11,東映動画,SWAT,-,4,ADV,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-09-11,ナムコ,デジタルデビル物語女神転生,31,4,RPG,"￥4,900","￥5,000代",0,1,,,,北爪宏幸|江崎稔,増子司,,,-,-,-,-,-,
1987-09-18,アイレム,スペランカーⅡ勇者への挑戦,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-09-18,テクモ,つっぱり大相撲,-,2,ACT,"￥4,900","￥5,000代",0,1,,,猪瀬祥希,吉沢秀雄,山岸継司,,,-,-,-,-,-,
1987-09-22,ジャレコ,バイオ戦士DANインクリーザーとの闘い,-,4,ACT,"￥4,900","￥5,000代",0,1,,,,爬沼庵,増子司,,,-,-,-,-,-,
1987-09-24,HAL研究所,スターゲイト,-,1,SHT,"￥3,900","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1987-09-24,カプコン,井出洋介名人の実践麻雀,-,4,TBL,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1987-09-25,タイトー,キョンシーズ2,-,4,RPG,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-09-25,コナミ,沙羅曼蛇,-,4,ACT,"￥4,900","￥5,000代",0,1,,,町口浩康|たけもとみつお|高取利明|みのわいくこ,町口浩康|櫻井潤|よしたかみき|ばんどういくこ,波多野よしあき(SE・プログラム)|東野美紀(作曲),,,🟦青,-,-,-,-,
1987-10-01,HAL研究所,ミリピート巨大昆虫の逆襲,-,1,SHT,"￥3,900","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1987-10-01,トンキンハウス,ロマンシア,-,4,RPG,"￥5,300","￥5,500代",0,1,,,木屋善夫|秋葉紀好,木屋善夫|山根朝郎,阿部隆人|古代祐三,五十嵐哲也,,-,-,-,-,-,
1987-10-02,アイレム,快傑ヤンチャ丸,-,5,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-10-09,ポニーキャニオン,ウルティマ～恐怖のエクソダス～,32,5,RPG,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1987-10-13,ジャレコ,エスパ冒険隊魔王の砦,-,5,ACT,"￥5,300","￥5,500代",0,1,,,,,坂本慎一,,,-,-,-,-,-,
1987-10-20,ケムコ,インドラの光,-,4,RPG,"￥5,300","￥5,500代",0,1,,しみずげんぞう,,すえだきみなり|てらざわようこ,増野宏之,,道浦忍,-,-,-,-,-,
1987-10-23,タイトー,ミネルバトンサーガラゴンの復活,-,4,RPG,"￥5,500","￥5,500代",0,1,,,森田和郎,米田仁士,大山曜|津田治彦,羅門祐人,,-,-,-,-,-,
1987-10-23,アスキー,覇邪の封印,-,4,RPG,"￥5,800","￥6,000代",0,1,,,,,堺香子,阿賀伸宏|鬼良あきら,,-,-,-,-,-,
1987-10-26,ハドソン,桃太郎伝説,32,5,RPG,"￥5,800","￥6,000代",100,1,,さくまあきら,,土居孝幸,関口和之|国本剛章(金太郎の村の曲とレベルアップ時のジングル),,,⬜白,-,-,-,-,
1987-10-27,ホットビィ,星をみるひと,-,4,RPG,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,18位,
1987-10-28,バンダイ,カラオケスタジオ専用カセットトップヒット20Vol.1,-,5,ETC,"￥3,980","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1987-10-30,ナムコ,サイドポケット,-,4,SPT,"￥3,900","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1987-10-30,HAL研究所,ジャウスト,-,1,ACT,"￥3,900","￥4,000代",0,1,,,ビル・プフツェンロイター,ジョン・ニューカマー(英語版)|ジャン・ヘンドリクス|パイソン・アンゲロ(英語版),ティム・マーフィ|ジョン・コトラリク(音声),,,-,-,-,-,-,
1987-10-30,サンソフト,上海,-,4,PZL,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-11-01,任天堂,マイクタイソンパンチアウト,30,4,SPT,"￥5,500","￥5,500代",0,1,,,,宮本茂,,,竹田玄洋,-,-,-,-,-,
1987-11-06,ナムコ,ルパン三世パンドラの遺産,-,4,ACT,"￥3,900","￥4,000代",0,1,,,宇田川治久|はなおかくみ,,,,,-,-,-,-,-,
1987-11-06,ジャレコ,宇宙船コスモキャリア,-,4,SLG,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-11-13,日本物産,アルテリオス,-,4,RPG,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-11-16,ハドソン,ファザナドゥ,-,5,ARPG,"￥5,900","￥6,000代",0,1,,,奥野仁|小山俊典,岡本敏郎,作曲:竹間ジュン|プログラミング:滝本利昭,,,-,-,-,-,-,
1987-11-27,バンダイ,ファミリートレーナーシリーズ7ファミトレ大運動会,-,2,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-11-27,ナムコ,時空勇伝デビアス,-,4,RPG,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-12-04,ビクター音楽産業,アウトランダーズ,-,4,RPG,"￥5,300","￥5,500代",0,1,,,,浜崎博嗣,,真鍋譲治,,-,-,-,-,-,
1987-12-04,ナムコ,スターウォーズ(ナムコ製),30,4,ACT,"￥4,900","￥5,000代",0,1,,,岸本好弘,WAN WAN|SHIMADA,川田宏行,,中村雅哉,-,-,-,-,-,
1987-12-04,コナミ,ドラゴンスクロール蘇りし魔竜,-,4,RPG,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-04,パックインビデオ,ランボー,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,,ジェリー・ゴールドスミス,ディヴィッド・マレル|『一人だけの軍隊』,,-,-,-,-,-,
1987-12-07,スクウェア,JJ(ジェイジェイ),-,4,SHT,"￥4,500","￥4,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-09,データイースト,ゴルフ倶楽部バーディラッシュ,-,4,SPT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-11,コナミ,トップガン,-,4,SHT,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-11,ナムコ,ファミリーテニス,-,3,SPT,"￥3,900","￥4,000代",0,1,,,弓達公雄,永島洋武,小沢純子,,中村雅哉,-,対戦,-,-,-,
1987-12-11,タイトー,京都龍の寺殺人事件山村美紗サスペンスシリーズ,-,4,ADV,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-12,デービーソフト,鉄道王,34,2,ETC,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
